Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,Shelter Repair Beneficiaries Selected,"First Distribution (6,000 PHP)","Second Distribution (4,000 PHP)",CGI,Shelter Repair Closeout / Completed,Shelter Tool Kits,Sanitation Kits,Core Shelter Beneficiaries Selected,Relocation Beneficiaries Selected,Construction Started,Wooden Core Shelter Completed,Half-Concrete Core Shelter Completed,Relocation Completed,Core Shelter PDM,Relocation PDM,Training- Skilled Labour
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41828,,,109,,106,,,,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41828,30,30,,30,,,,,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41828,,,,3,3,,,,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41846,,,,,,,,,,3,3,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41856,,,,,,,,,,4,4,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41882,,,,,,,,145,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41891,,,,,,,,3,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41908,,,,,,,,,,2,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41915,,,30,,30,,,20,,12,4,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41922,,,,,,,,,,10,10,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41929,,,,,,,,,,,8,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41936,,,,,,,,-2,,10,2,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,41943,,,,,,,,,,10,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41808,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41810,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41827,,,,76,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41828,83,76,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41832,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41833,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41844,,4,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41845,,3,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41846,,,,7,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41848,,,,,,,,,,2,2,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41858,,,,,,,,,,2,2,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41865,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41870,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41872,50,,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41879,8,,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41882,,,,,,,,89,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41891,,,,,,,,2,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41908,,,,,,,,,,2,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41915,,58,81,,81,,,10,,10,4,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41922,,,,58,,,,,,8,7,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41929,,,,,,,,,,,4,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41936,,,,,,,,,,4,-1,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,41943,,,58,,58,,,,,8,2,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41807,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41808,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41827,,,,60,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41828,,,,,,,,,,2,2,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41828,61,60,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41843,,1,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41846,,,,1,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41849,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41850,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41865,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41869,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41870,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41872,42,,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41873,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41879,2,,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41882,,,,,,,,78,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41891,,,,,,,,21,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41908,,,,,,,,,,2,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41915,,44,61,,61,,,11,,10,4,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41922,,,,44,,,,,,8,5,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41929,,,,,,,,,,,6,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41936,,,,,,,,-1,,8,-2,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,41943,,,44,,44,,,,,8,7,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41782,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41788,141,141,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41794,,,,,,,,,,2,2,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41796,,,,141,,,,,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41804,,,,,,,,,,2,2,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41808,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41826,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41827,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41828,,,138,,138,,,,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41828,26,26,,26,,,,,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41846,,,,,,,,,,2,2,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41856,,,,,,,,,,4,4,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41882,,,,,,,,48,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41891,,,,,,,,3,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41908,,,,,,,,,,2,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41915,,,26,,26,,,14,,10,4,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41922,,,,,,,,,,6,6,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41929,,,,,,,,,,,2,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41936,,,,,,,,,,8,1,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,41943,,,,,,,,,,10,5,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41836,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41837,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41871,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41873,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41879,58,,,,,,,,,,,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41882,,,,,,,,84,,,,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41908,,,,,,,,,,2,,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41915,,58,,,,,,4,,4,4,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41922,,,,57,,,,,,4,2,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41929,,,,,,,,,,1,4,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41936,,,,,,,,-34,,5,,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,41943,83,,57,,57,,,,,6,1,,,,,
PH072200000,PH072209000,PH072209026,German Red Cross,Cebu,Bantayan,Ticad (Pob.),,41842,,,,,,,,,,1,1,,,,,
PH072200000,PH072209000,PH072209026,German Red Cross,Cebu,Bantayan,Ticad (Pob.),,41915,,,,,,,,,,,,,,,,
PH072200000,PH072211000,PH072211002,German Red Cross,Cebu,City Of Bogo,Anonang Norte,,41936,,,,,,,,76,,,,,,,,
PH072200000,PH072211000,PH072211002,German Red Cross,Cebu,City Of Bogo,Anonang Norte,,41943,,,,,,,,33,,,,,,,,
PH072200000,PH072211000,PH072211003,German Red Cross,Cebu,City Of Bogo,Anonang Sur,,41936,,,,,,,,35,,,,,,,,
PH072200000,PH072211000,PH072211003,German Red Cross,Cebu,City Of Bogo,Anonang Sur,,41943,,,,,,,,45,,,,,,,,
PH072200000,PH072211000,PH072211005,German Red Cross,Cebu,City Of Bogo,Binabag,,41936,,,,,,,,68,,,,,,,,
PH072200000,PH072211000,PH072211005,German Red Cross,Cebu,City Of Bogo,Binabag,,41943,,,,,,,,79,,,,,,,,
PH072200000,PH072211000,PH072211017,German Red Cross,Cebu,City Of Bogo,Malingin,,41936,,,,,,,,75,,,,,,,,
PH072200000,PH072211000,PH072211017,German Red Cross,Cebu,City Of Bogo,Malingin,,41943,,,,,,,,133,,,,,,,,
PH072200000,PH072221000,PH072221004,Japanese Red Cross,Cebu,Daanbantayan,Bateria,,41880,,,,,,,,27,,,,,,,,
PH072200000,PH072221000,PH072221004,Japanese Red Cross,Cebu,Daanbantayan,Bateria,,41880,135,,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221004,Japanese Red Cross,Cebu,Daanbantayan,Bateria,,41936,,129,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221005,Japanese Red Cross,Cebu,Daanbantayan,Bitoon,,41880,,,,,,,,29,,,,,,,,
PH072200000,PH072221000,PH072221005,Japanese Red Cross,Cebu,Daanbantayan,Bitoon,,41880,119,,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221005,Japanese Red Cross,Cebu,Daanbantayan,Bitoon,,41936,,116,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221005,Japanese Red Cross,Cebu,Daanbantayan,Bitoon,,41943,71,,,,,,,-3,,,,,,,,
PH072200000,PH072221000,PH072221006,Japanese Red Cross,Cebu,Daanbantayan,Calape,,41880,,,,,,,,26,,,,,,,,
PH072200000,PH072221000,PH072221006,Japanese Red Cross,Cebu,Daanbantayan,Calape,,41880,190,,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221006,Japanese Red Cross,Cebu,Daanbantayan,Calape,,41936,,190,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221006,Japanese Red Cross,Cebu,Daanbantayan,Calape,,41943,-112,-3,,,,,,-15,,,,,,,,
PH072200000,PH072221000,PH072221009,Japanese Red Cross,Cebu,Daanbantayan,Lanao,,41880,,,,,,,,51,,,,,,,,
PH072200000,PH072221000,PH072221009,Japanese Red Cross,Cebu,Daanbantayan,Lanao,,41880,272,,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221009,Japanese Red Cross,Cebu,Daanbantayan,Lanao,,41936,,267,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221009,Japanese Red Cross,Cebu,Daanbantayan,Lanao,,41943,-153,,,,,,,-22,,,,,,,,
PH072200000,PH072221000,PH072221012,Japanese Red Cross,Cebu,Daanbantayan,Malingin,,41880,,,,,,,,11,,,,,,,,
PH072200000,PH072221000,PH072221012,Japanese Red Cross,Cebu,Daanbantayan,Malingin,,41880,80,,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221012,Japanese Red Cross,Cebu,Daanbantayan,Malingin,,41936,,77,,,,,,,,,,,,,,
PH072200000,PH072221000,PH072221012,Japanese Red Cross,Cebu,Daanbantayan,Malingin,,41943,194,,,,,,,40,,,,,,,,
PH072200000,PH072221000,PH072221015,French Red Cross,Cebu,Daanbantayan,Paypay,,41901,,,,,,,,20,128,,,,,,,
PH072200000,PH072221000,PH072221015,French Red Cross,Cebu,Daanbantayan,Paypay,,41943,,,,,,,,,,10,,,,,,
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,,41929,,,,,,,,19,,,,,,,,
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,,41936,,,,,,,,,,2,,,,,,
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,,41943,56,,,,,,,9,,4,2,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41872,102,,,,,,,,,,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41879,38,,,,,,,,,,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41882,, ,,,,,,103,,,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41888,,,,,,,,,,2,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41908,,,,,,,,,,,2,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41915,,140,,,,,,,,4,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41922,,,,140,,,,7,,4,2,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41929,,,,,,,,,,,2,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41936,,,,,,,,,,4,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,41943,71,,140,,140,,,,,,2,,,,,
PH072200000,PH072243000,PH072243001,IFRC,Cebu,San Remigio,Anapog,,41901,122,16,16,122,16,,,64,,,,,,,,
PH072200000,PH072243000,PH072243001,IFRC,Cebu,San Remigio,Anapog,,41936,,107,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,,41901,250,250,240,250,240,,,137,,,,,,,,
PH072200000,PH072243000,PH072243003,IFRC,Cebu,San Remigio,Bagtic,,41901,98,17,17,98,17,,,21,,,,,,,,
PH072200000,PH072243000,PH072243003,IFRC,Cebu,San Remigio,Bagtic,,41936,,81,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,,41901,87,16,16,87,16,,,55,,,,,,,,
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,,41936,,71,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243005,IFRC,Cebu,San Remigio,Batad,,41901,114,17,16,18,16,,,63,,,,,,,,
PH072200000,PH072243000,PH072243005,IFRC,Cebu,San Remigio,Batad,,41943,,,,96,,,,,,,,,,,,
PH072200000,PH072243000,PH072243006,IFRC,Cebu,San Remigio,Busogon,,41901,69,18,18,69,18,,,71,,,,,,,,
PH072200000,PH072243000,PH072243006,IFRC,Cebu,San Remigio,Busogon,,41936,,52,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243007,IFRC,Cebu,San Remigio,Calambua,,41901,124,18,18,124,18,,,35,,,,,,,,
PH072200000,PH072243000,PH072243007,IFRC,Cebu,San Remigio,Calambua,,41936,,106,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,,41901,183,145,145,183,145,,,36,,,,,,,,
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,,41936,,19,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,,41901,112,37,37,112,37,,,41,,,,,,,,
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,,41936,,76,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243010,IFRC,Cebu,San Remigio,Gawaygaway,,41901,148,0,0,19,0,,,50,,,,,,,,
PH072200000,PH072243000,PH072243010,IFRC,Cebu,San Remigio,Gawaygaway,,41943,,,,101,,,,,,,,,,,,
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,,41901,82,16,16,82,16,,,60,,,,,,,,
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,,41936,,67,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,,41901,48,15,13,48,13,,,44,,,,,,,,
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,,41936,,31,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,,41943,,,,5,,,,,,,,,,,,
PH072200000,PH072243000,PH072243013,IFRC,Cebu,San Remigio,Kinawahan,,41901,111,0,0,19,0,,,7,,,,,,,,
PH072200000,PH072243000,PH072243013,IFRC,Cebu,San Remigio,Kinawahan,,41943,,,,91,,,,,,,,,,,,
PH072200000,PH072243000,PH072243014,IFRC,Cebu,San Remigio,Lambusan,,41901,155,24,24,24,24,,,82,,,,,,,,
PH072200000,PH072243000,PH072243014,IFRC,Cebu,San Remigio,Lambusan,,41943,,,,180,,,,,,,,,,,,
PH072200000,PH072243000,PH072243015,IFRC,Cebu,San Remigio,Lawis,,41901,79,17,17,17,17,,,70,,1,,1,,,,
PH072200000,PH072243000,PH072243015,IFRC,Cebu,San Remigio,Lawis,,41915,,,,,,,,,,40,,,,,,
PH072200000,PH072243000,PH072243015,IFRC,Cebu,San Remigio,Lawis,,41929,,,,,,,,,,8,,,,,,
PH072200000,PH072243000,PH072243015,IFRC,Cebu,San Remigio,Lawis,,41943,,,,61,,,,,,7,,,,,,
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,,41901,128,59,56,128,56,,,46,,,,,,,,
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,,41936,,65,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243017,IFRC,Cebu,San Remigio,Looc,,41901,77,17,17,77,17,,,29,,1,,1,,,,
PH072200000,PH072243000,PH072243017,IFRC,Cebu,San Remigio,Looc,,41915,,,,,,,,,,24,,,,,,
PH072200000,PH072243000,PH072243017,IFRC,Cebu,San Remigio,Looc,,41929,,,,,,,,,,,,5,,,,
PH072200000,PH072243000,PH072243017,IFRC,Cebu,San Remigio,Looc,,41936,,60,,,,,,,,-1,,18,,,,
PH072200000,PH072243000,PH072243018,IFRC,Cebu,San Remigio,Luyang,,41901,106,17,17,106,17,,,27,,,,,,,,
PH072200000,PH072243000,PH072243018,IFRC,Cebu,San Remigio,Luyang,,41936,,87,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243019,IFRC,Cebu,San Remigio,Mano,,41901,66,19,19,19,19,,,28,,,,,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,41901,87,19,18,87,18,,,72,,3,,1,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,41915,,,,,,,,,,56,,2,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,41929,,,,,,,,,,1,,,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,41936,,67,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,41943,,,,,,,,,,1,,10,,,,
PH072200000,PH072243000,PH072243021,IFRC,Cebu,San Remigio,Punta,,41901,73,73,73,73,73,,,54,,5,,5,,,,
PH072200000,PH072243000,PH072243021,IFRC,Cebu,San Remigio,Punta,,41915,,,,,,,,,,24,,,,,,
PH072200000,PH072243000,PH072243021,IFRC,Cebu,San Remigio,Punta,,41929,,,,,,,,,,15,,,,,,
PH072200000,PH072243000,PH072243021,IFRC,Cebu,San Remigio,Punta,,41943,,,,,,,,,,-2,,,,,,
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,,41901,132,16,15,132,15,,,22,,,,,,,,
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,,41936,,115,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,,41901,180,15,13,17,13,,,47,,,,,,,,
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,,41943,,,,156,,,,,,,,,,,,
PH072200000,PH072243000,PH072243024,IFRC,Cebu,San Remigio,Tacup,,41901,75,17,17,75,17,,,84,,,,,,,,
PH072200000,PH072243000,PH072243024,IFRC,Cebu,San Remigio,Tacup,,41936,,57,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243025,IFRC,Cebu,San Remigio,Tambongon,,41901,127,20,20,20,20,,,64,,,,,,,,
PH072200000,PH072243000,PH072243025,IFRC,Cebu,San Remigio,Tambongon,,41943,,,,98,,,,,,,,,,,,
PH072200000,PH072243000,PH072243026,IFRC,Cebu,San Remigio,To-ong,,41901,78,18,18,78,18,,,33,,,,,,,,
PH072200000,PH072243000,PH072243026,IFRC,Cebu,San Remigio,To-ong,,41936,,60,,,,,,,,,,,,,,
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,,41901,89,83,81,89,81,,,37,,,,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41809,,,,,,,,,,2,2,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41824,,,,,,,,,,1,1,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41880,,,,,,,,,,4,4,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41901,77,,,,,,,123,,,,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41915,,,,,,,,,,3,,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41922,,,,,,,,,,2,1,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41929,,,,,,,,,,2,1,,,,,
PH082600000,PH082602000,PH082602005,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion I,,41943,,,,,,,,,,4,4,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41815,,,,,,,,,,4,4,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41880,19,,,,,,,12,,1,1,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41887,,,,,,,,,,1,1,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41890,,,,,,,,,,1,1,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41891,,,,,,,,,,1,1,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41901,,,,,,,,,,4,4,,,,,
PH082600000,PH082602000,PH082602006,Norwegian Red Cross,Eastern Samar,Balangiga,Barangay Poblacion II,,41943,,,,,,,,4,,,,,,,,
