Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,Latrines Started (Core and Relocation),Core Latrines Completed,Relocation Latrines Completed,# of 6-day trainings for PHAST volunteers,# of PHAST volunteers trained,# of PHAST community trainings (all 17 activities completed),HH Reached with community PHAST,Schools Selected for Latrines,Schools w/ Latrine Construction Started,Schools w/ Latrine Construction Completed,# of CHAST trainings,# Students & Teachers trained in CHAST
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,,41936,,1,,,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,,41936,1,1,,,,,,,,,,
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001025,British Red Cross,Iloilo,Ajuy,Punta Buri,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001026,British Red Cross,Iloilo,Ajuy,Rojas,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41929,1,,,,,,,,,,,
PH063000000,PH063001000,PH063001027,British Red Cross,Iloilo,Ajuy,San Antonio,,41936,,1,,,,,,,,,,
PH063000000,PH063001000,PH063001029,British Red Cross,Iloilo,Ajuy,Santo Rosario,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001028,British Red Cross,Iloilo,Ajuy,Silagon,,41929,3,,,,,,,,,,,
PH063000000,PH063001000,PH063001028,British Red Cross,Iloilo,Ajuy,Silagon,,41936,1,4,,,,,,,,,,
PH063000000,PH063001000,PH063001030,British Red Cross,Iloilo,Ajuy,Tagubanhan,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001031,British Red Cross,Iloilo,Ajuy,Taguhangin,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001032,British Red Cross,Iloilo,Ajuy,Tanduyan,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001033,British Red Cross,Iloilo,Ajuy,Tipacla,,,,,,,,,,,,,,
PH063000000,PH063001000,PH063001034,British Red Cross,Iloilo,Ajuy,Tubogan,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005001,British Red Cross,Iloilo,Balasan,Aranjuez,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005002,British Red Cross,Iloilo,Balasan,Bacolod,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005003,British Red Cross,Iloilo,Balasan,Balanti-an,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005004,British Red Cross,Iloilo,Balasan,Batuan,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005005,British Red Cross,Iloilo,Balasan,Cabalic,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005006,British Red Cross,Iloilo,Balasan,Camambugan,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005007,British Red Cross,Iloilo,Balasan,Dolores,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005008,British Red Cross,Iloilo,Balasan,Gimamanay,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005009,British Red Cross,Iloilo,Balasan,Ipil,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005010,British Red Cross,Iloilo,Balasan,Kinalkalan,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005011,British Red Cross,Iloilo,Balasan,Lawis,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005012,British Red Cross,Iloilo,Balasan,Malapoc,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005013,British Red Cross,Iloilo,Balasan,Mamhut Norte,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005015,British Red Cross,Iloilo,Balasan,Maya,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005016,British Red Cross,Iloilo,Balasan,Pani-an,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005017,British Red Cross,Iloilo,Balasan,Poblacion Norte,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005020,British Red Cross,Iloilo,Balasan,Salong,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005021,British Red Cross,Iloilo,Balasan,Salvacion,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005022,British Red Cross,Iloilo,Balasan,Tingui-an,,,,,,,,,,,,,,
PH063000000,PH063005000,PH063005023,British Red Cross,Iloilo,Balasan,Zaragosa,,,,,,,,,,,,,,
PH083700000,PH083702000,PH083702001,American Red Cross,Leyte,Alangalang,Aslum,,41915,,,,,,,,,,,,
PH083700000,PH083702000,PH083702002,American Red Cross,Leyte,Alangalang,Astorga (Burabod),,41915,,,,,,,,,,,,
PH083700000,PH083702000,PH083702024,American Red Cross,Leyte,Alangalang,Hubang,,41915,,,,,,,,,,,,
PH083700000,PH083702000,PH083702033,American Red Cross,Leyte,Alangalang,Pe–alosa,,41915,,,,,,,,,,,,
PH083700000,PH083702000,PH083702043,American Red Cross,Leyte,Alangalang,Santiago,,41915,,,,,,,,,,,,
PH083700000,PH083706000,PH083706001,IFRC,Leyte,Barugo,Abango,,41922,,,,,,,,1,,,1,16
PH083700000,PH083706000,PH083706002,IFRC,Leyte,Barugo,Amahit,,41922,,,,,,,,1,,,1,20
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41922,,,,,,,,1,,,1,16
PH083700000,PH083706000,PH083706006,IFRC,Leyte,Barugo,Bukid,,41936,58,13,,,,,,,,,,
PH083700000,PH083706000,PH083706007,IFRC,Leyte,Barugo,Bulod,,41901,5,5,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41922,,,,,,,,1,,,1,16
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41929,3,3,,,,,,,,,,
PH083700000,PH083706000,PH083706011,IFRC,Leyte,Barugo,Can-isak,,41936,37,20,,,,,,,,,,
PH083700000,PH083706000,PH083706015,IFRC,Leyte,Barugo,Hiagsam,,41936,9,,,,,,,,,,,
PH083700000,PH083706000,PH083706016,IFRC,Leyte,Barugo,Hilaba,,41922,45,45,,,,,,,,,,
PH083700000,PH083706000,PH083706021,IFRC,Leyte,Barugo,Pikas,,41922,,,,,,,,1,,,1,16
PH083700000,PH083717000,PH083717016,IFRC,Leyte,Dagami,Calutan,,41929,1,1,,,,,,,,,,
PH083700000,PH083717000,PH083717016,IFRC,Leyte,Dagami,Calutan,,41936,19,4,,,,,,,,,,
PH083700000,PH083718000,PH083718022,German Red Cross,Leyte,Dulag,Barbo (Pob.),,41922,,,,1,12,,,,,,,
PH083700000,PH083718000,PH083718004,German Red Cross,Leyte,Dulag,Batug,,41922,,,,1,6,,,,,,,
PH083700000,PH083718000,PH083718023,German Red Cross,Leyte,Dulag,Buntay (Pob.),,41922,,,,1,16,,,,,,,
PH083700000,PH083718000,PH083718006,German Red Cross,Leyte,Dulag,Cabacungan,,41922,,,,1,42,,,,,,,
PH083700000,PH083718000,PH083718008,German Red Cross,Leyte,Dulag,Cabato-an,,41922,,,,1,15,,,,,,,
PH083700000,PH083718000,PH083718025,German Red Cross,Leyte,Dulag,Candao (Pob.),,41922,,,,1,4,,,,,,,
PH083700000,PH083718000,PH083718027,German Red Cross,Leyte,Dulag,Combis (Pob.),,41922,,,,1,17,,,,,,,
PH083700000,PH083718000,PH083718019,German Red Cross,Leyte,Dulag,Luan,,41922,,,,1,8,,,,,,,
PH083700000,PH083718000,PH083718034,German Red Cross,Leyte,Dulag,Rizal,,41922,1,,,,,,,,,,,
PH083700000,PH083718000,PH083718034,German Red Cross,Leyte,Dulag,Rizal,,41922,,,,1,23,,,,,,,
PH083700000,PH083718000,PH083718037,German Red Cross,Leyte,Dulag,Salvacion,,41922,,,,1,14,,,,,,,
PH083700000,PH083718000,PH083718032,German Red Cross,Leyte,Dulag,Sungi (Pob.),,41922,,,,1,18,,,,,,,
PH083700000,PH083718000,PH083718044,German Red Cross,Leyte,Dulag,Tabu,,41901,2,2,,,,,,,,,,
PH083700000,PH083718000,PH083718044,German Red Cross,Leyte,Dulag,Tabu,,41895,3,3,,,,,,,,,,
PH083700000,PH083718000,PH083718044,German Red Cross,Leyte,Dulag,Tabu,,41922,,,,1,17,,,,,,,
PH083700000,PH083718000,PH083718044,German Red Cross,Leyte,Dulag,Tabu,,41929,1,1,,,,,,,,,,
PH083700000,PH083725000,PH083725023,German Red Cross,Leyte,Julita,San Pablo,,41895,5,5,,,,,,,,,,
PH083700000,PH083725000,PH083725023,German Red Cross,Leyte,Julita,San Pablo,,41915,12,5,,,,,,,,,,
PH083700000,PH083725000,PH083725023,German Red Cross,Leyte,Julita,San Pablo,,41922,,5,,,,,,,,,,
PH083700000,PH083725000,PH083725023,German Red Cross,Leyte,Julita,San Pablo,,41929,1,1,,,,,,,,,,
PH083700000,PH083730000,PH083730002,American Red Cross,Leyte,Macarthur,Burabod,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730007,American Red Cross,Leyte,Macarthur,Danao,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730007,American Red Cross,Leyte,Macarthur,Danao,,41936,1,,,,,,,,,,,
PH083700000,PH083730000,PH083730009,American Red Cross,Leyte,Macarthur,Kiling,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730010,American Red Cross,Leyte,Macarthur,Lanawan,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730013,American Red Cross,Leyte,Macarthur,Oguisan,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730024,American Red Cross,Leyte,Macarthur,San Antonio,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730024,American Red Cross,Leyte,Macarthur,San Antonio,,41936,1,,,,,,,,,,,
PH083700000,PH083730000,PH083730025,American Red Cross,Leyte,Macarthur,San Isidro,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730028,American Red Cross,Leyte,Macarthur,Santa Isabel,,41915,,,,,,,,,,,,
PH083700000,PH083730000,PH083730032,American Red Cross,Leyte,Macarthur,Villa Imelda,,41915,,,,,,,,,,,,
PH083700000,PH083735000,PH083735003,American Red Cross,Leyte,Mayorga,Burgos,,41915,,,,,,,,,,,,
PH083700000,PH083735000,PH083735012,American Red Cross,Leyte,Mayorga,San Roque,,41915,,,,,,,,,,,,
PH083700000,PH083735000,PH083735014,American Red Cross,Leyte,Mayorga,Talisay,,41915,,,,,,,,,,,,
PH083700000,PH083735000,PH083735015,American Red Cross,Leyte,Mayorga,Union,,41915,,,,,,,,,,,,
PH083700000,PH083735000,PH083735016,American Red Cross,Leyte,Mayorga,Wilson,,41915,,,,,,,,,,,,
PH083700000,PH083738000,PH083738110,Swiss Red Cross,Leyte,Ormoc City,Bayog,,41929,1,,,,,,,,,,,
PH083700000,PH083738000,PH083738110,Swiss Red Cross,Leyte,Ormoc City,Bayog,,41936,,1,,,,,,,,,,
PH083700000,PH083738000,PH083738077,Swiss Red Cross,Leyte,Ormoc City,"Quezon, Jr.",,41929,1,1,,,,,,,,,,
PH083700000,PH083742000,PH083742013,Australian Red Cross,Leyte,San Isidro,Hacienda Maria,,41922,,,,1,12,,,,,,,
PH083700000,PH083742000,PH083742014,Australian Red Cross,Leyte,San Isidro,Linao,,41922,,,,1,13,,,,,,,
PH083700000,PH083742000,PH083742018,Australian Red Cross,Leyte,San Isidro,San Jose,,41922,,,,1,11,,,,,,,
PH083700000,PH083746000,PH083746006,IFRC,Leyte,Tabontabon,Capahuan,,41874,89,89,,,,,,,,,,
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Pob. (Quezon),,41895,14,14,,,,,,,,,,
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Pob. (Quezon),,41882,13,13,,,,,,,,,,
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Pob. (Quezon),,41876,31,31,,,,,,,,,,
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Pob. (Quezon),,41915,16,15,,,,,,,,,,
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Pob. (Quezon),,41936,2,1,,,,,,,,,,
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Pob. (Rizal),,41922,29,29,,,,,,,,,,
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Pob. (Rizal),,41929,13,13,,,,,,,,,,
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Pob. (Rizal),,41936,15,7,,,,,,,,,,
PH083700000,PH083746000,PH083746015,IFRC,Leyte,Tabontabon,District III Pob. (Bonifacio),,41936,12,1,,,,,,,,,,
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Pob. (Macarthur),,41895,14,14,,,,,,,,,,
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Pob. (Macarthur),,41882,13,13,,,,,,,,,,
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Pob. (Macarthur),,41875,40,40,,,,,,,,,,
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Pob. (Macarthur),,41915,3,3,,,,,,,,,,
PH083700000,PH083746000,PH083746016,IFRC,Leyte,Tabontabon,District IV Pob. (Macarthur),,41929,1,1,,,,,,,,,,
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,,41873,143,143,,,,,,,,,,
PH083700000,PH083746000,PH083746010,IFRC,Leyte,Tabontabon,Mering,,41915,7,,,,,,,,,,,
PH083700000,PH083747000,PH083747022,American Red Cross,Leyte,Tacloban City (Capital),Barangay 103-A (San Paglaum),,41915,,,,,,,,,,,,
PH083700000,PH083747000,PH083747061,American Red Cross,Leyte,Tacloban City (Capital),Barangay 37-A,,41915,,,,,,,,,,,,
PH083700000,PH083747000,PH083747095,American Red Cross,Leyte,Tacloban City (Capital),Barangay 65,,41915,,,,,,,,,,,,
PH083700000,PH083747000,PH083747110,American Red Cross,Leyte,Tacloban City (Capital),Barangay 79 (Marasbaras),,41915,,,,,,,,,,,,
PH083700000,PH083747000,PH083747151,American Red Cross,Leyte,Tacloban City (Capital),Barangay 83-C (San Jose),,41915,,,,,,,,,,,,
PH083700000,PH083749000,PH083749002,Spanish Red Cross,Leyte,Tolosa,Canmogsay,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749004,Spanish Red Cross,Leyte,Tolosa,Capangihan,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749005,Spanish Red Cross,Leyte,Tolosa,Malbog,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749007,Spanish Red Cross,Leyte,Tolosa,Opong,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749010,Spanish Red Cross,Leyte,Tolosa,San Roque,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749012,Spanish Red Cross,Leyte,Tolosa,Tanghas,,41922,,,,,,,,1,1,,,
PH083700000,PH083749000,PH083749013,IFRC,Leyte,Tolosa,Telegrafo,,41936,,,,,,,,1,1,1,,
PH175300000,PH175307000,PH175307001,Bahrain Red Crescent,Palawan,Busuanga,Bogtong,,41901,3,3,,,,,,,,,,
PH175300000,PH175309000,PH175309009,Swiss Red Cross,Palawan,Coron,Decalachao,,41901,3,3,,,,,,,,,,
PH086000000,PH086002000,PH086002051,Australian Red Cross,Samar (Western Samar),Basey,Binongtu-an,Binongtu-an Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002011,Australian Red Cross,Samar (Western Samar),Basey,Canmanila,Bangon Elementary School,41901,,,,,,,,1,1,1,,
PH086000000,PH086002000,PH086002016,Australian Red Cross,Samar (Western Samar),Basey,Guirang,Bagong Silang Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002019,Australian Red Cross,Samar (Western Samar),Basey,Inuntan,Inuntan Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002022,Australian Red Cross,Samar (Western Samar),Basey,Mabini,Mabini Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002022,Australian Red Cross,Samar (Western Samar),Basey,Mabini,Biga Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002026,Australian Red Cross,Samar (Western Samar),Basey,May-it,May-it Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002046,Australian Red Cross,Samar (Western Samar),Basey,Sugca,Sugca Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002047,Australian Red Cross,Samar (Western Samar),Basey,Sugponon,Sugponon Elementary School,41901,,,,,,,,1,,,,
PH086000000,PH086002000,PH086002048,Australian Red Cross,Samar (Western Samar),Basey,Tinaogan,Calbang Elementary School,41901,,,,,,,,1,,,,
