Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,HH Support Beneficiaries Selected,First Installment,Second Installment,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Selection of Enterprise,Beneficiary Submitted Business Plan,Enterprise Support Completed (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
PH060600000,PH060609000,PH060609027,IFRC,Antique,Laua-An,Mauno,,7/23/14,29,,,,,,,,,,,,
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,,6/12/14,86,,,,,,,,,,,,
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,,6/26/14,,85,,,,,,,,,,,
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,,7/5/14,56,,,,,,,,,,,,
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,,8/13/14,,,85,,,,,,,,,,
PH060600000,PH060615000,PH060615001,IFRC,Antique,Sebaste,Abiera,,8/26/14,,57,,,,,,,,,,,
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,,6/14/14,80,,,,,,,,,,,,
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,,6/26/14,,79,,,,,,,,,,,
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,,7/5/14,10,,,,,,,,,,,,
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,,8/13/14,,,79,,,,,,,,,,
PH060600000,PH060615000,PH060615002,IFRC,Antique,Sebaste,Aguila,,8/26/14,,11,,,,,,,,,,,
PH060600000,PH060615000,PH060615003,IFRC,Antique,Sebaste,Alegre,,7/3/14,53,,,,,,,,,,,,
PH060600000,PH060615000,PH060615003,IFRC,Antique,Sebaste,Alegre,,8/26/14,,53,,,,,,,,,,,
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,,6/10/14,130,,,,,,,,,,,,
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,,6/26/14,,123,,,,,,,,,,,
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,,7/6/14,18,,,,,,,,,,,,
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,,8/13/14,,,123,,,,,,,,,,
PH060600000,PH060615000,PH060615004,IFRC,Antique,Sebaste,Aras-Asan,,8/26/14,,25,,,,,,,,,,,
PH060600000,PH060615000,PH060615006,IFRC,Antique,Sebaste,Callan,,7/6/14,163,,,,,,,,,,,,
PH060600000,PH060615000,PH060615006,IFRC,Antique,Sebaste,Callan,,8/26/14,,163,,,,,,,,,,,
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,,5/31/14,100,,,,,,,,,,,,
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,,6/26/14,,99,,,,,,,,,,,
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,,7/6/14,130,,,,,,,,,,,,
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,,8/13/14,,,99,,,,,,,,,,
PH060600000,PH060615000,PH060615010,IFRC,Antique,Sebaste,Idio,,8/26/14,,131,,,,,,,,,,,
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,,6/10/14,41,,,,,,,,,,,,
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,,6/26/14,,41,,,,,,,,,,,
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,,7/6/14,26,,,,,,,,,,,,
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,,8/13/14,,,37,,,,,,,,,,
PH060600000,PH060615000,PH060615007,IFRC,Antique,Sebaste,Nauhon,,8/26/14,,26,,,,,,,,,,,
PH060600000,PH060615000,PH060615008,IFRC,Antique,Sebaste,P. Javier,,7/3/14,16,,,,,,,,,,,,
PH060600000,PH060615000,PH060615008,IFRC,Antique,Sebaste,P. Javier,,8/26/14,,16,,,,,,,,,,,
PH060600000,PH060617000,PH060617001,German Red Cross,Antique,Tibiao,Alegre,,10/3/14,42,,,,,,,,,,,,
PH060600000,PH060617000,PH060617004,German Red Cross,Antique,Tibiao,Castillo,,9/26/14,24,,,,,,,,,,,,
PH060600000,PH060617000,PH060617005,German Red Cross,Antique,Tibiao,Esparagoza,,10/3/14,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617006,German Red Cross,Antique,Tibiao,Importante,,10/3/14,129,,,,,,,,,,,,
PH060600000,PH060617000,PH060617007,German Red Cross,Antique,Tibiao,La Paz,,10/3/14,148,,,,,,,,,,,,
PH060600000,PH060617000,PH060617009,German Red Cross,Antique,Tibiao,Martinez,,10/3/14,339,,,,,,,,,,,,
PH060600000,PH060617000,PH060617010,German Red Cross,Antique,Tibiao,Natividad,,8/28/14,122,,,,,,,,,,,,
PH060600000,PH060617000,PH060617014,German Red Cross,Antique,Tibiao,San Francisco Norte,,10/3/14,243,,,,,,,,,,,,
PH060600000,PH060617000,PH060617016,German Red Cross,Antique,Tibiao,San Isidro,,10/3/14,117,,,,,,,,,,,,
PH060600000,PH060617000,PH060617017,German Red Cross,Antique,Tibiao,Santa Ana,,10/3/14,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617020,German Red Cross,Antique,Tibiao,Tigbaboy,,10/3/14,68,,,,,,,,,,,,
PH061900000,PH061902000,PH061902003,IFRC,Capiz,Dao,Agtanguay,,7/22/14,89,,,,,,,,,,,,
PH061900000,PH061902000,PH061902003,IFRC,Capiz,Dao,Agtanguay,,10/3/14,,89,,,,,,,,,,,
PH061900000,PH061902000,PH061902012,IFRC,Capiz,Dao,Lacaron,,7/22/14,157,,,,,,,,,,,,
PH061900000,PH061902000,PH061902012,IFRC,Capiz,Dao,Lacaron,,10/3/14,,157,,,,,,,,,,,
PH061900000,PH061902000,PH061902017,IFRC,Capiz,Dao,Nasunogan,,7/22/14,184,,,,,,,,,,,,
PH061900000,PH061902000,PH061902017,IFRC,Capiz,Dao,Nasunogan,,10/3/14,,184,,,,,,,,,,,
PH061900000,PH061902000,PH061902020,IFRC,Capiz,Dao,Quinabcaban,,7/22/14,100,,,,,,,,,,,,
PH061900000,PH061902000,PH061902020,IFRC,Capiz,Dao,Quinabcaban,,10/3/14,,100,,,,,,,,,,,
PH061900000,PH061904000,PH061904003,German Red Cross,Capiz,Dumarao,Aglanot,,8/29/14,134,,,,,,,,,,,,
PH061900000,PH061904000,PH061904006,German Red Cross,Capiz,Dumarao,Agsirab,,9/9/14,34,,,,,,,,,,,,
PH061900000,PH061904000,PH061904021,German Red Cross,Capiz,Dumarao,Lawaan,,8/28/14,117,,,,,,,,,,,,
PH061900000,PH061904000,PH061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,,8/26/14,136,,,,,,,,,,,,
PH061900000,PH061904000,PH061904036,German Red Cross,Capiz,Dumarao,Tina,,9/1/14,133,,,,,,,,,,,,
PH061900000,PH061909000,PH061909001,IFRC,Capiz,Panay,Agbalo,,6/14/14,66,,,,,,,,,,,,
PH061900000,PH061909000,PH061909001,IFRC,Capiz,Panay,Agbalo,,8/22/14,,66,,,,,,,,,,,
PH061900000,PH061909000,PH061909004,IFRC,Capiz,Panay,Anhawon,,6/14/14,37,,,,,,,,,,,,
PH061900000,PH061909000,PH061909004,IFRC,Capiz,Panay,Anhawon,,8/22/14,,37,,,,,,,,,,,
PH061900000,PH061909000,PH061909006,IFRC,Capiz,Panay,Bago Chiquito,,6/2/14,65,,,,,,,,,,,,
PH061900000,PH061909000,PH061909006,IFRC,Capiz,Panay,Bago Chiquito,,7/1/14,,65,,,,,,,,,,,
PH061900000,PH061909000,PH061909006,IFRC,Capiz,Panay,Bago Chiquito,,7/31/14,,,65,,,,,,,,,,
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,,6/2/14,54,,,,,,,,,,,,
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,,7/1/14,,52,,,,,,,,,,,
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,,7/31/14,,,52,,,,,,,,,,
PH061900000,PH061909000,PH061909008,IFRC,Capiz,Panay,Bahit,,6/3/14,34,,,,,,,,,,,,
PH061900000,PH061909000,PH061909008,IFRC,Capiz,Panay,Bahit,,7/1/14,,32,,,,,,,,,,,
PH061900000,PH061909000,PH061909008,IFRC,Capiz,Panay,Bahit,,7/31/14,,,32,,,,,,,,,,
PH061900000,PH061909000,PH061909011,IFRC,Capiz,Panay,Binangig,,6/3/14,52,,,,,,,,,,,,
PH061900000,PH061909000,PH061909011,IFRC,Capiz,Panay,Binangig,,7/1/14,,51,,,,,,,,,,,
PH061900000,PH061909000,PH061909011,IFRC,Capiz,Panay,Binangig,,7/31/14,,,51,,,,,,,,,,
PH061900000,PH061909000,PH061909012,IFRC,Capiz,Panay,Binantuan,,6/3/14,40,,,,,,,,,,,,
PH061900000,PH061909000,PH061909012,IFRC,Capiz,Panay,Binantuan,,7/1/14,,38,,,,,,,,,,,
PH061900000,PH061909000,PH061909012,IFRC,Capiz,Panay,Binantuan,,7/31/14,,,38,,,,,,,,,,
PH061900000,PH061909000,PH061909017,IFRC,Capiz,Panay,Cabugao Oeste,,6/2/14,59,,,,,,,,,,,,
PH061900000,PH061909000,PH061909017,IFRC,Capiz,Panay,Cabugao Oeste,,7/1/14,,59,,,,,,,,,,,
PH061900000,PH061909000,PH061909017,IFRC,Capiz,Panay,Cabugao Oeste,,7/31/14,,,59,,,,,,,,,,
PH061900000,PH061909000,PH061909020,IFRC,Capiz,Panay,Candual,,6/3/14,77,,,,,,,,,,,,
PH061900000,PH061909000,PH061909020,IFRC,Capiz,Panay,Candual,,7/1/14,,75,,,,,,,,,,,
PH061900000,PH061909000,PH061909020,IFRC,Capiz,Panay,Candual,,7/31/14,,,75,,,,,,,,,,
PH061900000,PH061909000,PH061909022,IFRC,Capiz,Panay,Daga,,6/2/14,111,,,,,,,,,,,,
PH061900000,PH061909000,PH061909022,IFRC,Capiz,Panay,Daga,,7/1/14,,109,,,,,,,,,,,
PH061900000,PH061909000,PH061909022,IFRC,Capiz,Panay,Daga,,7/31/14,,,109,,,,,,,,,,
PH061900000,PH061909000,PH061909027,IFRC,Capiz,Panay,Libon,,6/3/14,67,,,,,,,,,,,,
PH061900000,PH061909000,PH061909027,IFRC,Capiz,Panay,Libon,,7/1/14,,67,,,,,,,,,,,
PH061900000,PH061909000,PH061909027,IFRC,Capiz,Panay,Libon,,7/30/14,,,67,,,,,,,,,,
PH061900000,PH061909000,PH061909028,IFRC,Capiz,Panay,Linao,,6/2/14,89,,,,,,,,,,,,
PH061900000,PH061909000,PH061909028,IFRC,Capiz,Panay,Linao,,7/1/14,,88,,,,,,,,,,,
PH061900000,PH061909000,PH061909028,IFRC,Capiz,Panay,Linao,,7/30/14,,,88,,,,,,,,,,
PH061900000,PH061909000,PH061909030,IFRC,Capiz,Panay,Lomboy,,6/14/14,41,,,,,,,,,,,,
PH061900000,PH061909000,PH061909030,IFRC,Capiz,Panay,Lomboy,,8/22/14,,41,,,,,,,,,,,
PH061900000,PH061909000,PH061909031,IFRC,Capiz,Panay,Lus-Onan,,6/2/14,99,,,,,,,,,,,,
PH061900000,PH061909000,PH061909031,IFRC,Capiz,Panay,Lus-Onan,,7/1/14,,99,,,,,,,,,,,
PH061900000,PH061909000,PH061909031,IFRC,Capiz,Panay,Lus-Onan,,7/30/14,,,99,,,,,,,,,,
PH061900000,PH061909000,PH061909032,IFRC,Capiz,Panay,Magubilan,,6/3/14,97,,,,,,,,,,,,
PH061900000,PH061909000,PH061909032,IFRC,Capiz,Panay,Magubilan,,7/1/14,,97,,,,,,,,,,,
PH061900000,PH061909000,PH061909032,IFRC,Capiz,Panay,Magubilan,,7/30/14,,,97,,,,,,,,,,
PH061900000,PH061909000,PH061909035,IFRC,Capiz,Panay,Pili,,6/14/14,25,,,,,,,,,,,,
PH061900000,PH061909000,PH061909035,IFRC,Capiz,Panay,Pili,,8/22/14,,25,,,,,,,,,,,
PH061900000,PH061910000,PH061910004,IFRC,Capiz,Panitan,Ambilay,,6/4/14,115,,,,,,,,,,,,
PH061900000,PH061910000,PH061910004,IFRC,Capiz,Panitan,Ambilay,,7/1/14,,115,,,,,,,,,,,
PH061900000,PH061910000,PH061910004,IFRC,Capiz,Panitan,Ambilay,,7/30/14,,,115,,,,,,,,,,
PH061900000,PH061910000,PH061910005,IFRC,Capiz,Panitan,Bahit,,6/20/14,169,,,,,,,,,,,,
PH061900000,PH061910000,PH061910005,IFRC,Capiz,Panitan,Bahit,,8/22/14,,169,,,,,,,,,,,
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,,6/4/14,85,,,,,,,,,,,,
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,,7/1/14,,85,,,,,,,,,,,
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,,7/30/14,,,85,,,,,,,,,,
PH061900000,PH061910000,PH061910009,IFRC,Capiz,Panitan,Cabangahan,,6/4/14,177,,,,,,,,,,,,
PH061900000,PH061910000,PH061910009,IFRC,Capiz,Panitan,Cabangahan,,7/1/14,,177,,,,,,,,,,,
PH061900000,PH061910000,PH061910009,IFRC,Capiz,Panitan,Cabangahan,,7/30/14,,,177,,,,,,,,,,
PH061900000,PH061910000,PH061910008,IFRC,Capiz,Panitan,Cabugao,,6/4/14,90,,,,,,,,,,,,
PH061900000,PH061910000,PH061910008,IFRC,Capiz,Panitan,Cabugao,,7/1/14,,88,,,,,,,,,,,
PH061900000,PH061910000,PH061910008,IFRC,Capiz,Panitan,Cabugao,,7/30/14,,,87,,,,,,,,,,
PH061900000,PH061910000,PH061910010,IFRC,Capiz,Panitan,Cadio,,6/20/14,101,,,,,,,,,,,,
PH061900000,PH061910000,PH061910010,IFRC,Capiz,Panitan,Cadio,,9/26/14,,101,,,,,,,,,,,
PH061900000,PH061910000,PH061910011,IFRC,Capiz,Panitan,Cala-an,,6/4/14,80,,,,,,,,,,,,
PH061900000,PH061910000,PH061910011,IFRC,Capiz,Panitan,Cala-an,,7/1/14,,77,,,,,,,,,,,
PH061900000,PH061910000,PH061910011,IFRC,Capiz,Panitan,Cala-an,,7/30/14,,,77,,,,,,,,,,
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,,6/4/14,162,,,,,,,,,,,,
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,,7/1/14,,160,,,,,,,,,,,
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,,7/30/14,,,160,,,,,,,,,,
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,,6/25/14,171,,,,,,,,,,,,
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,,8/22/14,,171,,,,,,,,,,,
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,,9/26/14,3,3,,,,,,,,,,,
PH061900000,PH061910000,PH061910017,IFRC,Capiz,Panitan,Pasugue,,6/4/14,44,,,,,,,,,,,,
PH061900000,PH061910000,PH061910017,IFRC,Capiz,Panitan,Pasugue,,7/1/14,,44,,,,,,,,,,,
PH061900000,PH061910000,PH061910017,IFRC,Capiz,Panitan,Pasugue,,7/30/14,,,44,,,,,,,,,,
PH061900000,PH061910000,PH061910020,IFRC,Capiz,Panitan,Quios,,6/20/14,98,,,,,,,,,,,,
PH061900000,PH061910000,PH061910020,IFRC,Capiz,Panitan,Quios,,8/22/14,,98,,,,,,,,,,,
PH061900000,PH061910000,PH061910025,IFRC,Capiz,Panitan,Tincupon,,6/25/14,164,,,,,,,,,,,,
PH061900000,PH061910000,PH061910025,IFRC,Capiz,Panitan,Tincupon,,8/22/14,,164,,,,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,8/31/14,181,,,,,,,,,,,,
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,10/3/14,16,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,8/31/14,68,,,,,,,,,,,,
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,,10/3/14,66,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,8/31/14,120,,,,,,,,,,,,
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,10/3/14,2,,,,,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,8/31/14,157,,,,,,,,,,,,
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,10/3/14,8,,,,,,,,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,8/31/14,244,,,,,,,,,,,,
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,,10/3/14,-52,,,,,,,,,,,,
PH072200000,PH072221000,PH072221015,French Red Cross,Cebu,Daanbantayan,Paypay,,8/29/14,500,,,,,,,,,,,,
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,,10/3/14,102,,,,,,,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,8/31/14,158,,,,,,,,,,,,
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,,10/3/14,12,,,,,,,,,,,,
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,,7/5/14,,132,,,,,,,,,,,
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,,7/17/14,136,,,,,,,,,,,,
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,,8/23/14,,,126,,,,,,,,,,
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,,8/29/14,,136,,,,,,,,,,,
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,,9/5/14,136,,,,,,,,,,,,
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,,9/19/14,,,135,,,,,,,,,,
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,,7/5/14,,39,,,,,,,,,,,
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,,7/17/14,40,,,,,,,,,,,,
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,,8/23/14,,,39,,,,,,,,,,
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,,7/5/14,,64,,,,,,,,,,,
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,,7/17/14,64,,,,,,,,,,,,
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,,8/23/14,,,64,,,,,,,,,,
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,,7/5/14,,187,,,,,,,,,,,
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,,7/17/14,188,,,,,,,,,,,,
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,,8/23/14,,,184,,,,,,,,,,
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,,8/29/14,,106,,,,,,,,,,,
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,,9/5/14,106,,,,,,,,,,,,
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,,9/20/14,,,104,,,,,,,,,,
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,,7/5/14,,40,,,,,,,,,,,
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,,7/17/14,43,,,,,,,,,,,,
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,,8/23/14,,,38,,,,,,,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,7/5/14,,66,,,,,,,,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,7/17/14,66,,,,,,,,,,,,
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,,8/23/14,,,64,,,,,,,,,,
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,,8/29/14,108,,,,,,,,,,,,
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,,8/29/14,,107,,,,,,,,,,,
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,,9/21/14,,,107,,,,,,,,,,
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,,8/29/14,,84,,,,,,,,,,,
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,,9/5/14,84,,,,,,,,,,,,
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,,9/22/14,,,83,,,,,,,,,,
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,,8/29/14,173,,,,,,,,,,,,
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,,8/29/14,,169,,,,,,,,,,,
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,,9/23/14,,,166,,,,,,,,,,
PH082600000,PH082602000,PH082602002,ICRC,Eastern Samar,Balangiga,Cag-olango,,9/26/14,60,60,60,,,,,,,,,,
PH082600000,PH082602000,PH082602004,ICRC,Eastern Samar,Balangiga,Guinmaayohan,,9/26/14,257,257,257,,,,,,,,,,
PH082600000,PH082602000,PH082602013,ICRC,Eastern Samar,Balangiga,Maybunga,,9/26/14,38,38,38,,,,,,,,,,
PH082600000,PH082603000,PH082603001,ICRC,Eastern Samar,Balangkayan,Balogo,,8/1/14,51,51,51,,,,,,,,,,
PH082600000,PH082603000,PH082603001,ICRC,Eastern Samar,Balangkayan,Balogo,,9/26/14,3,3,3,,,,,,,,,,
PH082600000,PH082603000,PH082603002,ICRC,Eastern Samar,Balangkayan,Bangon,,8/1/14,31,31,31,,,,,,,,,,
PH082600000,PH082603000,PH082603004,ICRC,Eastern Samar,Balangkayan,Cabay,,9/26/14,65,65,65,,,,,,,,,,
PH082600000,PH082603000,PH082603008,ICRC,Eastern Samar,Balangkayan,Caisawan,,8/1/14,90,90,90,,,,,,,,,,
PH082600000,PH082603000,PH082603009,ICRC,Eastern Samar,Balangkayan,Cantubi,,8/1/14,13,13,13,,,,,,,,,,
PH082600000,PH082603000,PH082603010,ICRC,Eastern Samar,Balangkayan,General Malvar,,8/1/14,22,22,22,,,,,,,,,,
PH082600000,PH082603000,PH082603012,ICRC,Eastern Samar,Balangkayan,Julag,,8/1/14,23,23,23,,,,,,,,,,
PH082600000,PH082603000,PH082603013,ICRC,Eastern Samar,Balangkayan,Magsaysay,,8/1/14,20,20,20,,,,,,,,,,
PH082600000,PH082603000,PH082603014,ICRC,Eastern Samar,Balangkayan,Maramag,,9/26/14,54,54,54,,,,,,,,,,
PH082600000,PH082603000,PH082603015,ICRC,Eastern Samar,Balangkayan,Poblacion I,,9/26/14,64,64,64,,,,,,,,,,
PH082600000,PH082603000,PH082603016,ICRC,Eastern Samar,Balangkayan,Poblacion II,,9/26/14,23,23,23,,,,,,,,,,
PH082600000,PH082603000,PH082603017,ICRC,Eastern Samar,Balangkayan,Poblacion III,,9/26/14,31,31,31,,,,,,,,,,
PH082600000,PH082603000,PH082603018,ICRC,Eastern Samar,Balangkayan,Poblacion IV,,9/26/14,41,41,41,,,,,,,,,,
PH082600000,PH082603000,PH082603019,ICRC,Eastern Samar,Balangkayan,Poblacion V,,9/26/14,26,26,26,,,,,,,,,,
PH082600000,PH082607000,PH082607028,ICRC,Eastern Samar,General Macarthur,Aguinaldo,,9/26/14,8,8,8,,,,,,,,,,
PH082600000,PH082607000,PH082607002,ICRC,Eastern Samar,General Macarthur,Binalay,,9/26/14,23,23,23,,,,,,,,,,
PH082600000,PH082607000,PH082607005,ICRC,Eastern Samar,General Macarthur,Domrog,,9/26/14,8,8,8,,,,,,,,,,
PH082600000,PH082607000,PH082607010,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 1,,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082607000,PH082607011,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 2,,9/26/14,22,22,22,,,,,,,,,,
PH082600000,PH082607000,PH082607012,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 3,,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082607000,PH082607013,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 4,,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082607000,PH082607014,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 5,,9/26/14,6,6,6,,,,,,,,,,
PH082600000,PH082607000,PH082607015,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 6,,9/26/14,4,4,4,,,,,,,,,,
PH082600000,PH082607000,PH082607016,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 7,,9/26/14,21,21,21,,,,,,,,,,
PH082600000,PH082607000,PH082607017,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 8,,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082607000,PH082607021,ICRC,Eastern Samar,General Macarthur,San Isidro,,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082607000,PH082607023,ICRC,Eastern Samar,General Macarthur,Santa Cruz (Opong),,9/26/14,12,12,12,,,,,,,,,,
PH082600000,PH082607000,PH082607026,ICRC,Eastern Samar,General Macarthur,Vigan,,9/26/14,21,21,21,,,,,,,,,,
PH082600000,PH082608000,PH082608001,ICRC,Eastern Samar,Giporlos,Barangay 1 (Pob.),,9/26/14,100,100,100,,,,,,,,,,
PH082600000,PH082608000,PH082608002,ICRC,Eastern Samar,Giporlos,Barangay 2 (Pob.),,9/26/14,22,22,22,,,,,,,,,,
PH082600000,PH082608000,PH082608003,ICRC,Eastern Samar,Giporlos,Barangay 3 (Pob.),,9/26/14,12,12,12,,,,,,,,,,
PH082600000,PH082608000,PH082608004,ICRC,Eastern Samar,Giporlos,Barangay 4 (Pob.),,9/26/14,6,6,6,,,,,,,,,,
PH082600000,PH082608000,PH082608005,ICRC,Eastern Samar,Giporlos,Barangay 5 (Pob.),,9/26/14,51,51,51,,,,,,,,,,
PH082600000,PH082608000,PH082608006,ICRC,Eastern Samar,Giporlos,Barangay 6 (Pob.),,9/26/14,17,17,17,,,,,,,,,,
PH082600000,PH082608000,PH082608007,ICRC,Eastern Samar,Giporlos,Barangay 7 (Pob.),,9/26/14,11,11,11,,,,,,,,,,
PH082600000,PH082608000,PH082608019,ICRC,Eastern Samar,Giporlos,Barangay 8 (Pob.),,9/26/14,5,5,5,,,,,,,,,,
PH082600000,PH082608000,PH082608008,ICRC,Eastern Samar,Giporlos,Biga,,9/26/14,60,60,60,,,,,,,,,,
PH082600000,PH082608000,PH082608009,ICRC,Eastern Samar,Giporlos,Coticot,,9/26/14,41,41,41,,,,,,,,,,
PH082600000,PH082608000,PH082608010,ICRC,Eastern Samar,Giporlos,Gigoso,,9/26/14,75,75,75,,,,,,,,,,
PH082600000,PH082608000,PH082608011,ICRC,Eastern Samar,Giporlos,Huknan,,8/1/14,58,58,58,,,,,,,,,,
